Teks,Label
" P1NJAMAN...!
Tanpa Agunan
min 5jt S/D 500jt
no ribet proses cepat
U/Info chat
WhatsApp;+6282349888908",1
"Yeay! Cashback 5000 utk 3 Hari +data 1GB utk 5 Hari udh bisa dipakai utk data,telp & sms ke sesama.Mau 1GB lagi? Daftar IMPoin di: http://im3.do/dpktnc.",2
Tarot: Segala rencana masih dapat berjalan sesuai kehendakmu dan hampir tidak ada gangguan yang akan membikin kacau. Utk berhenti ketik Unreg Tarot ke 99359 CS.,2
Tarot: Kejutan2 kecil membuat hubungan kalian semakin berarti dan terhindar dari kejenuhan hubungan. Utk berhenti ketik Unreg Tarot ke 99359 CS.02127882214,2
Beli 6 donat FREE 6 donat lagi di Krispy Kreme Aeon Mall BSD Tukarkan SMS ini sekarang. S&K,2
"Pelanggan 082114411738, +2000 COIN PULSA mu Masih Belum Diambil? Bisa Ditukar Pulsa Lho. SEGERA Hub *500*75# utk Ambil Sekarang Sebelum Hangus! *500*75#",1
"Spesial untuk silaturahmi tanpa henti
1. Sahur 14,42GB, 8rb/15hr
2. 1,5GB, 4rb/3hr
3. 17GB, 40rb
masih ada yg lain, beli di *123*60#
atau bit.ly/m3mkd",2
"Cara membuat es leci jelly, Sirup Leci, Jeli Instan, Leci Kaleng, Susu Kental Manis Putih, Agar Agar, Jeli Bubble.
klik link http://bit.ly/RESEPKU",2
"PT.SHOPEE
Slmt
No.Anda Resmi
Mendaptkan Hadiah
Ke-2 Cek Tunai
Rp.175jt Kode ID
Pemenang;(AD25MD47)
U/Info Hadiah
Klik.
www.bit.ly/big-ramadhan-sale
",1
"And4 Mend4p4t
Cek Rp.175.Jt
Dr G1ve-4way
Kedas-Beauty
ID (CK805KU)
U/1nf0 klik
bit.ly/giveaway-018
w4-o82350817018",1
"Tarot: Kamu akan mendapat dorongan untuk traveling pekan ini, ikuti kata hati dan kamu akan bahagia. Utk berhenti ketik Unreg Tarot ke 99359 CS.02127882214",2
"Di bulan yang baik ini, nikmati berbagai berkah
1. 1,5GB, 4rb/3hr
2. 6GB, 18rb
3. Diskon Freedom U (Unlimited)
mau yg lain? cek *123*60#
atau bit.ly/m3mkd",2
"Ke Pasar Baru membeli limun, jalannya ke atas lewat tangga. Hindari buka puasa dengan berkerumun, lebih afdhal di rumah dengan keluarga. covid19.go.id",2
"GEBYAR RAMADHAN
Selamat No anda
Resmi meraih
Hadiah ke-2 Rp.175jt
Pin anda 257K69
Chat Wa: 0816240597
Silakan cek pin anda di
bit.ly/thr-sidomuncul2021
",1
"Menyambut
 Bulan Suci Rhamadan
BLI (Balai LeIang Indonesia)
LeIang Barang jatuh Tempo Utk Umum

Barang Asli surat2 lengkap
Klik:http://bit.ly/lelang-syariah-jkt",1
"YTH BAPAK/IBU
kami menawarkan
pinjaman ONLINE
bunga 2% prtaun
minimal pinjaman
5-500jta INFO
WA:0822-9016-3221",1
"mohon maaf mengganggu waktunya mba/mas
kami menawarkan pinjaman online dengan
bunga rendah 0,2% jika minat info WA;081543132734",1
"Di bulan yang baik ini, nikmati berbagai berkah
1. 1,5GB, 4rb/3hr
2. 6GB, 18rb
3. Diskon Freedom U (Unlimited)
mau yg lain? cek *123*60#
atau bit.ly/m3mkd",2
"ROMO NSP Rp 0/7hr! bls ketik YA utk langganan NSP Before You Go-Lewis Capaldi dan perpnjangn dgn pulsa 9900/30hr,3850/7hr. Info:tsel.me/nsp. CS:188",2
"Spesial untuk silaturahmi tanpa henti
1. Sahur 14,42GB, 8rb/15hr
2. 1,5GB, 4rb/3hr
3. 17GB, 40rb
masih ada yg lain, beli di *123*60#
atau bit.ly/m3mkd",2
"Pelanggan 085890826095, +1000 KOIN PULSA mu Masih Belum Diambil? Hub *858*22# utk Ambil. Bisa Ditukar Pulsa, Sayang Jangan Sampai Hangus. Hub *858*22# Sekarang!",2
"BUTUH MODAL
buat usaha
kami SIAP MEMBANTU
dari AGEN PIN-OL
aman TERPERCAYA
WHATSAPP +6281932939222",1
"INFO BPJS
Anda Menerima
Dana Bantuan Dari
Kantor BPJS Pusat
Untuk Info Klik:
Bit.ly/DANABANSOS_2021",2
"SURAT KEPUTUSAN
KANTOR PT.SIDOMUNCUL
SELAMAT ANDA
M.DPTKAN HADIAH
KE-2 RP.175JT DNG
ID;257K69 UNTUK
MEMASTIKAN
bit.ly/infosidomuncul69  ",1
"SELES41K4N M4S4L4H 4ND4
DENG4N C4R4 SEPERT1
1.M4S4L4H KELU4RG4
2.U4NG G41B
3.TR4SFER J4N1N
Y/1NFO CH4T
WA:0823 4788 8365 MKS.",1
"Di bulan yang baik ini, nikmati berbagai berkah
1. 1,5GB, 4rb/3hr
2. 6GB, 18rb
3. Diskon Freedom U (Unlimited)
mau yg lain? cek *123*60#
atau bit.ly/m3mkd",2
Mau Paket Data 50GB? KHUSUS HARI INI! Buruan download ROLi dan dapatkan HP Samsung A32 8GB. Ada 600MB kuota data setiap bulannya juga! klik tsel.me/ROLi_MD S&K,2
"Kami dari Team Berkah Ramadan GIVE AWAY Baim Wong menyatakan anda memenangkan hadiah 30jt dari kami, info klik https://wa.me/+6283138189473",1
"Di bulan yang baik ini, nikmati berbagai berkah
1. 1,5GB, 4rb/3hr
2. 6GB, 18rb
3. Diskon Freedom U (Unlimited)
mau yg lain? cek *123*60#
atau bit.ly/m3mkd",2
"Alhamdulillah berkat bantuan AKI JAGAT semua hutang udah lunas,ingin sperti sy slahkn KLIK.
www.layanan-pesugihan.com",1
"Di bulan yang baik ini, nikmati berbagai berkah
1. 1,5GB, 4rb/3hr
2. 6GB, 18rb
3. Diskon Freedom U (Unlimited)
mau yg lain? cek *123*60#
atau bit.ly/m3mkd",2
"Ass.Sya Ibu Marni Dri Medan
Brkat Bntuan Kyai H.SAMSU
Lwat Penarikan Uang Goib
Hutan Sya 350jta Lunas
Ingin Seperti Sya
Slahkan Hub Blio
Wa:081990899669  
",1
"LEBARAN BIG SALE! Promo ""All Ready Made Shirt"" -Buy 2 Get 2 Free -Buy 1 Get 20% OFF (Mon-Thu) -Get 50% OFF (Fri-Sun) Until 31 May '21 @all Karuizawa Shirt Store",2
"Spesial untuk silaturahmi tanpa henti
1. Sahur 14,42GB, 8rb/15hr
2. 1,5GB, 4rb/3hr
3. 17GB, 40rb
masih ada yg lain, beli di *123*60#
atau bit.ly/m3mkd",2
Mau PULSA 100rb GRATIS? KHUSUS HARI INI! Buruan download ROLi & dapatkan THR ROLi berhadiah KAMERA INSTAX untuk meriahkan lebaran kamu! klik tsel.me/ROLi_MD S&K,2
"[Tinggal 4 Hari]
Untuk silaturahmi tanpa henti
1. 1,5GB, 4rb/3hr
2. 6GB, 18rb/30hr
3. 9GB, 25rb/30hr
masih ada yg lain, beli di *123*60#
atau bit.ly/m3mkd",2
Mau PULSA 100rb GRATIS? KHUSUS HARI INI! Buruan download ROLi & dapatkan THR ROLi berhadiah KAMERA INSTAX untuk meriahkan lebaran kamu! klik tsel.me/ROLi_LM S&K,2
"[Tinggal 3 Hari]
Silaturahmi tanpa henti
1. 1,5GB, 4rb/3hr
2. 6GB, 18rb/30hr
3. Diskon Freedom U (Unlimited)
mau yg lain? cek *123*60#
atau bit.ly/m3mkd",2
"[Hanya sampai besok]
Nikmati berbagai berkah
1. 1,5GB, 4rb/3hr
2. 6GB, 18rb/30hr
3. 9GB, 25rb/30hr
masih ada yg lain, beli di *123*60#
atau bit.ly/m3mkd",2
"Mkn ber5 cuma 140ribuan, dpt 5 Bakmi SPC GM & Pangsit Goreng/ paket ber4 harga 122ribuan! Lbh hemat dgn potongan ongkir 15rb di apps! Psn https://bit.ly/3vA8L7T",2
"[Terakhir Hari Ini]
Silaturahmi tanpa henti
1. 1,5GB, 4rb/3hr
2. 6GB, 18rb/30hr
3. 9GB, 25rb/30hr
masih ada yg lain, beli di *123*60#
atau bit.ly/m3mkd",2
"Yang spesial balik lagi ni
1. 1,5GB, 4rb/3hr
2. 6GB, 18rb/30hr
3. Diskon Freedom U (Unlimited)
mau yg lain? cek *123*60#
atau bit.ly/m3mkd",2
"Kuotanya makin gede, harganya pas di kantong
1. 1,5GB, 4rb/3hr
2. 6GB, 18rb/30hr
3. 9GB, 25rb/30hr
masih ada yg lain, beli di *123*60#
atau bit.ly/m3mkd",2
"Paket kuota besar spesial untukmu
1. 1,5GB, 4rb/3hr
2. 6GB, 18rb/30hr
3. Diskon Freedom U (Unlimited)
mau yg lain? cek *123*60#
atau bit.ly/m3mkd",2
"Pemberitahuan Terakhir,Slmt Anda T-pilih Mdptkn Grandprize Rp.175.000.000 Dr L.A.Z.A.D.A Kode ID_KBR99D7 Untuk Verifikasi ID Klik: www.l-a-z-a-d-a.gq",1
"Kuotanya makin gede, harganya pas di kantong
1. 1,5GB, 4rb/3hr
2. 6GB, 18rb/30hr
3. 9GB, 25rb/30hr
masih ada yg lain, beli di *123*60#
atau bit.ly/m3mkd",2
"Paket kuota besar spesial untukmu
1. 1,5GB, 4rb/3hr
2. 6GB, 18rb/30hr
3. Diskon Freedom U (Unlimited)
mau yg lain? cek *123*60#
atau bit.ly/m3mkd",2
"Cara membuat es leci jelly, Sirup Leci, Jeli Instan, Leci Kaleng, Susu Kental Manis Putih, Agar Agar, Jeli Bubble.
klik link http://bit.ly/RESEPKU",2
CS: 02222774301. Diperbolehkan bagi kaum wanita untuk menampakkan badan dan perhiasan mereka di hadapan para muhrimnya URL (trf data berlaku) *123*44#,2
"ANDA BUTUH DANA
Buat Usaha
Dan Kebutuhan Lainnya
Bunga 4%
Min 5jt-250jt
Untuk Info
WhatsApp
081282067345",1
"Tarot: Tetap semangat dalam berkarir, kamu berhak mendapatkan hal yang baik. Utk berhenti ketik Unreg Tarot ke 99359 CS.02127882214",2
"Kuotanya makin gede, harganya pas di kantong
1. 1,5GB, 4rb/3hr
2. 6GB, 18rb/30hr
3. 9GB, 25rb/30hr
masih ada yg lain, beli di *123*60#
atau bit.ly/m3mkd",2
"Membuat kaldu ayam, didihkan air, masukan sayap ayam , ceker, dan tulang kemudian rebus smpai wrnanya berubah. STOP : Unreg Ke 99157",2
melayani ritual UANG GHOIB dijamin amanah berhasil untuk konsultasi bisa cek lewat www.akyvirgi.com,1
Cuma Rp21rb di Bakmi GM Day tiap tgl 21 (Bakmi Spc GM/Pangsit Grg/Pangsit Kuah Frz). FREE KrispiChips & pot ongkir s.d 20 Mei. Psn skrg https://bit.ly/3vA8L7T,2
"Paket kuota besar spesial untukmu
1. 1,5GB, 4rb/3hr
2. 6GB, 18rb/30hr
3. Diskon Freedom U (Unlimited)
mau yg lain? cek *123*60#
atau bit.ly/m3mkd",2
"BUTUH TAMB4MBAH4N
M@DAL USAHA DLL,
MINAT AJUKAN HUB
WHATSAPP(085397864525)
MULAI 5JT S/D 500JT
TNP MENGUN4K4N AGUN4N
",1
"Kuotanya makin gede, harganya pas di kantong
1. 1,5GB, 4rb/3hr
2. 6GB, 18rb/30hr
3. 9GB, 25rb/30hr
masih ada yg lain, beli di *123*60#
atau bit.ly/m3mkd",2
"Maaf Mengganggu     
Butuh Dana
Untuk Usaha Dll
Dan Kebutuhan Lain2
Bunga 4%
Min 5jt-500jt
Umtul Info
Whatsapp ;
+6285298437889",1
"Kuotanya makin gede, harganya pas di kantong
1. 1GB, 5rb/3hr
2. 15GB, 40rb/30hr
3. 22GB, 50rb/30hr
masih ada yg lain, beli di *123*60#
atau bit.ly/m3mkd",2
"Paket kuota besar spesial untukmu
1. 1GB, 5rb/3hr
2. 15GB, 40rb/30hr
3. Diskon Freedom U (Unlimited)
mau yg lain? cek *123*60#
atau bit.ly/m3mkd",2
"Membuat kaldu ayam, didihkan air, masukan  sayap ayam , ceker, dan tulang kemudian rebus smpai wrnanya berubah. klik disni free wpp http://bit.ly/RESEPKU",2
"Tarot: Ga usah ragu untuk menjalani rencana kamu hari ini, segala usaha yang kamu buat, akan membuahkan hasil. Utk berhenti ketik Unreg Tarot ke 99359 CS.021278",2
"Saya Ibu Gussari, mau mendapatkan Uang Ghoib seperti saya? Kunjungi:
www.amanahcepat.com
Nyata & Terbukti!!!",1
"pelanggang yth
simcard Anda
M-dapatkan
cek Rp.175jta
PIN.(257k69)
cek pin anda di,
bit.ly/inforesmi-1",1
"CS:021-22774301. Gunakan warna pakaian panjangmu sesuai dengan warna jilbab yang sedang dikenakan,sehingga terlihat serasi URL (trf data berlaku) *123*44#",2
"Membuat kaldu ayam, didihkan air, masukan  sayap ayam , ceker, dan tulang kemudian rebus smpai wrnanya berubah. klik disni free wpp http://bit.ly/RESEPKU",2
"Paket kuota besar spesial untukmu
1. 1GB, 5rb/3hr
2. 15GB, 40rb/30hr
3. Diskon Freedom U (Unlimited)
mau yg lain? cek *123*60#
atau bit.ly/m3mkd",2
"Kuotanya makin gede, harganya pas di kantong
1. 1GB, 5rb/3hr
2. 15GB, 40rb/30hr
3. 22GB, 50rb/30hr
masih ada yg lain, beli di *123*60#
atau bit.ly/m3mkd",2
Tarot : Perlu super hati2 karena banyak hal yg tdk terduga tiba2 muncul. Kemungkinan besar urusannya dgn relationship dan cara berpikirmu. Utk berhenti ketik Un,2
"Paket kuota besar spesial untukmu
1. 1GB, 5rb/3hr
2. 15GB, 40rb/30hr
3. Diskon Freedom U (Unlimited)
mau yg lain? cek *123*60#
atau bit.ly/m3mkd",2
"Kuotanya makin gede, harganya pas di kantong
1. 1GB, 5rb/3hr
2. 15GB, 40rb/30hr
3. 22GB, 50rb/30hr
masih ada yg lain, beli di *123*60#
atau bit.ly/m3mkd",2
"Pelanggan 085890826095, +1000 KOIN PULSA mu Masih Belum Kamu Ambil? SEGERA Hub *858*22# utk Ambil Sebelum Hangus. Bisa Kamu Tukar Jadi Pulsa+Data Lho! *858*22#",2
melayani ritual UANG GHO1B amanah 100% untuk konsultasi cek lewat: bit.ly/akybagas,1
"Paket kuota besar spesial untukmu
1. 1GB, 5rb/3hr
2. 15GB, 40rb/30hr
3. Diskon Freedom U (Unlimited)
mau yg lain? cek *123*60#
atau bit.ly/m3mkd",2
"Tarot: Dia sibuk menghindar, tidak heran jika kamu mulai merasa tidak nyaman dgn perubahan sikapnya. Kamu harus lebih tenang menghadapinya. Utk berhenti ketik U",2
"Ass.Sya Ibu Marni Dri Medan
Brkat Bntuan Kyai H.Yusuf
Hutan Sya 350jta Lunas
Dan Sya Sudah Bangun Toko
Ingin Seperti Sya
Slahkan Hub
Wa:085824091525  
",1
"Pulsa/Kuota Darurat adalah cara paling cepat dan aman untuk dapatkan Pulsa atau Data. Tekan *505# untuk melihat semua pilihanmu,bisa bayar nanti saat isi ulang",2
"Kuotanya makin gede, harganya pas di kantong
1. 1GB, 5rb/3hr
2. 15GB, 40rb/30hr
3. 22GB, 50rb/30hr
masih ada yg lain, beli di *123*60#
atau bit.ly/m3mkd",2
"Pelanggan 085890826095, +1000 KOIN PULSA mu Hari ini Kok Masih Belum Diambil Juga? Hub *101# utk Ambil. Bisa Buat Ditukar Pulsa! Hub *101# dan Pilih 1 OK",2
"Kuotanya makin gede, harganya pas di kantong
1. 1GB, 5rb/3hr
2. 15GB, 40rb/30hr
3. 22GB, 50rb/30hr
masih ada yg lain, beli di *123*60#
atau bit.ly/m3mkd",2
"Paket kuota besar spesial untukmu
1. 1GB, 5rb/3hr
2. 15GB, 40rb/30hr
3. Diskon Freedom U (Unlimited)
mau yg lain? cek *123*60#
atau bit.ly/m3mkd",2
"Kuotanya makin gede, harganya pas di kantong
1. 1GB, 5rb/3hr
2. 15GB, 40rb/30hr
3. 22GB, 50rb/30hr
masih ada yg lain, beli di *123*60#
atau bit.ly/m3mkd",2
"Tarot: Tidak perlu ragu bila ingin merealisasikan rencana penting dihari ini, karena semua tampaknya mendukung. Utk berhenti ketik Unreg Tarot ke 99359 CS.02127",2
"Jangan sampai habis kuota merusak harimu. Tekan *505# untuk dapatkan Pulsa atau Kuota Darurat sekarang, bayarnya nanti aja saat isi ulang",2
"Paket kuota besar spesial untukmu
1. 1GB, 5rb/3hr
2. 15GB, 40rb/30hr
3. Diskon Freedom U (Unlimited)
mau yg lain? cek *123*60#
atau bit.ly/m3mkd",2
CS: 02222774301. Diperbolehkan bagi kaum wanita untuk menampakkan badan dan perhiasan mereka di hadapan para muhrimnya URL (trf data berlaku) *123*44#,2
"Kuotanya makin gede, harganya pas di kantong
1. 1GB, 5rb/3hr
2. 15GB, 40rb/30hr
3. 22GB, 50rb/30hr
masih ada yg lain, beli di *123*60#
atau bit.ly/m3mkd",2
"Tarot: Sepertinya ada yang membocorkan curhatan kamu, tapi kamu akan dapat pemasukan tambahan. Utk berhenti ketik Unreg Tarot ke 99359 CS.02127882214",2
"Membuat kaldu ayam, didihkan air, masukan sayap ayam , ceker, dan tulang kemudian rebus smpai wrnanya berubah. STOP : Unreg Ke 99157",2
"Paket kuota besar spesial untukmu
1. 1GB, 5rb/3hr
2. 15GB, 40rb/30hr
3. Diskon Freedom U (Unlimited)
mau yg lain? cek *123*60#
atau bit.ly/m3mkd",2
"Membuat kaldu ayam, didihkan air, masukan  sayap ayam , ceker, dan tulang kemudian rebus smpai wrnanya berubah. klik disni free wpp http://bit.ly/RESEPKU",2
"Kuotanya makin gede, harganya pas di kantong
1. 1GB, 5rb/3hr
2. 15GB, 40rb/30hr
3. 22GB, 50rb/30hr
masih ada yg lain, beli di *123*60#
atau bit.ly/m3mkd",2
"assalamu alaikum !! 
butuh dana pinjaman
online resmi terpercaya
tampa admin/deposit,proses
cepat lansung cair chat
wa; 082228312523",1
